<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
10/12/2018,115340,115400,115290,115350
10/12/2018,115340,115370,115280,115290
10/12/2018,115290,115320,115270,115280
10/12/2018,115280,115290,115260,115270
10/12/2018,115270,115330,115250,115310
10/12/2018,115310,115340,115160,115180
10/12/2018,115160,115240,115160,115240
10/12/2018,115230,115230,115180,115220
10/12/2018,115220,115230,115100,115170
10/12/2018,115160,115160,115070,115080
10/12/2018,115090,115110,115010,115010
10/12/2018,115010,115010,114670,114830
10/12/2018,114820,114840,114710,114750
10/12/2018,114750,114760,114600,114600
10/12/2018,114590,114620,114410,114500
10/12/2018,114480,114650,114480,114570
10/12/2018,114560,114710,114550,114700
10/12/2018,114690,114690,114570,114610
10/12/2018,114620,114700,114620,114660
10/12/2018,114670,114730,114660,114730
10/12/2018,114730,114730,114550,114570
10/12/2018,114590,114610,114500,114520
10/12/2018,114510,114660,114480,114640
10/12/2018,114640,114700,114620,114660
10/12/2018,114670,114720,114650,114680
10/12/2018,114670,114730,114670,114720
10/12/2018,114730,114790,114710,114770
10/12/2018,114780,114880,114760,114790
10/12/2018,114790,114840,114770,114810
10/12/2018,114810,114840,114770,114820
10/12/2018,114840,114860,114780,114850
10/12/2018,114850,114850,114710,114730
10/12/2018,114720,114740,114680,114700
10/12/2018,114710,114710,114550,114650
10/12/2018,114650,114690,114590,114600
10/12/2018,114590,114590,114460,114470
10/12/2018,114480,114660,114440,114550
10/12/2018,114550,114730,114520,114730
10/12/2018,114710,114730,114630,114660
10/12/2018,114670,114700,114610,114650
10/12/2018,114640,114650,114600,114610
10/12/2018,114620,114620,114550,114610
10/12/2018,114600,114690,114550,114680
10/12/2018,114680,114690,114630,114660
10/12/2018,114660,114690,114600,114640
10/12/2018,114630,114690,114630,114660
10/12/2018,114670,114670,114600,114610
10/12/2018,114600,114600,114520,114540
10/12/2018,114540,114580,114410,114440
10/12/2018,114440,114600,114400,114540
10/12/2018,114540,114550,114320,114350
10/12/2018,114360,114380,114280,114300
10/12/2018,114310,114450,114220,114440
10/12/2018,114440,114480,114330,114330
10/12/2018,114330,114390,114320,114320
10/12/2018,114320,114390,114320,114370
10/12/2018,114360,114380,114260,114360
10/12/2018,114350,114350,114270,114280
10/12/2018,114290,114370,114270,114370
10/12/2018,114370,114380,114330,114350
10/12/2018,114340,114380,114320,114380
10/12/2018,114380,114410,114360,114370
10/12/2018,114370,114410,114290,114410
10/12/2018,114410,114480,114410,114470
10/12/2018,114470,114470,114420,114420
10/12/2018,114420,114430,114400,114420
10/12/2018,114430,114520,114430,114450
10/12/2018,114450,114490,114440,114450
10/12/2018,114460,114470,114430,114440
10/12/2018,114430,114510,114420,114510
10/12/2018,114510,114540,114480,114540
10/12/2018,114540,114560,114480,114550
10/12/2018,114550,114590,114540,114570
10/12/2018,114570,114580,114520,114520
10/12/2018,114520,114540,114500,114510
10/12/2018,114510,114530,114500,114510
10/12/2018,114520,114530,114500,114500
10/12/2018,114500,114510,114430,114440
10/12/2018,114430,114460,114380,114390
10/12/2018,114380,114420,114290,114350
10/12/2018,114330,114400,114310,114360
10/12/2018,114380,114390,114310,114340
10/12/2018,114350,114350,114220,114230
10/12/2018,114230,114240,114170,114180
10/12/2018,114180,114200,114090,114100
10/12/2018,114110,114160,114100,114120
10/12/2018,114100,114130,114090,114120
10/12/2018,114110,114150,114100,114130
10/12/2018,114140,114150,114110,114130
10/12/2018,114130,114170,114130,114140
10/12/2018,114140,114190,114130,114180
10/12/2018,114180,114190,114150,114170
10/12/2018,114170,114190,114150,114190
10/12/2018,114180,114210,114150,114200
10/12/2018,114190,114240,114170,114220
10/12/2018,114220,114240,114190,114230
10/12/2018,114240,114320,114240,114310
10/12/2018,114300,114330,114260,114270
10/12/2018,114280,114310,114260,114290
10/12/2018,114280,114330,114270,114310
10/12/2018,114310,114340,114270,114280
10/12/2018,114280,114290,114230,114270
10/12/2018,114260,114260,114230,114250
10/12/2018,114260,114270,114180,114190
10/12/2018,114190,114200,114140,114140
10/12/2018,114140,114140,114030,114050
10/12/2018,114040,114060,113880,113910
10/12/2018,113910,114000,113890,113950
10/12/2018,113940,114000,113940,113980
10/12/2018,113980,114000,113960,113970
10/12/2018,113970,113990,113930,113950
10/12/2018,113950,114000,113920,113930
10/12/2018,113940,113980,113870,113950
10/12/2018,113950,113950,113910,113940
10/12/2018,113940,113950,113880,113920
10/12/2018,113920,113950,113910,113950
10/12/2018,113930,114000,113930,113990
10/12/2018,113980,114000,113910,113930
10/12/2018,113920,113930,113770,113910
10/12/2018,113930,113950,113850,113880
10/12/2018,113880,113880,113800,113830
10/12/2018,113830,113840,113720,113800
10/12/2018,113800,113820,113730,113810
10/12/2018,113810,113810,113740,113790
10/12/2018,113780,113890,113760,113840
10/12/2018,113850,113850,113760,113770
10/12/2018,113760,113810,113760,113790
10/12/2018,113790,113800,113750,113760
10/12/2018,113770,113770,113700,113700
10/12/2018,113700,113730,113650,113660
10/12/2018,113670,113680,113620,113640
10/12/2018,113630,113670,113590,113670
10/12/2018,113660,113670,113640,113660
10/12/2018,113650,113670,113570,113610
10/12/2018,113610,113620,113540,113550
10/12/2018,113560,113590,113520,113520
10/12/2018,113520,113580,113500,113580
10/12/2018,113580,113640,113560,113570
10/12/2018,113570,113590,113520,113520
10/12/2018,113520,113550,113480,113490
10/12/2018,113490,113570,113480,113530
10/12/2018,113540,113550,113430,113450
10/12/2018,113450,113520,113400,113480
10/12/2018,113490,113520,113460,113470
10/12/2018,113460,113520,113440,113520
10/12/2018,113520,113590,113500,113570
10/12/2018,113570,113580,113510,113530
10/12/2018,113520,113530,113410,113430
10/12/2018,113420,113450,113350,113360
10/12/2018,113360,113450,113330,113430
10/12/2018,113440,113550,113430,113540
10/12/2018,113540,113550,113490,113530
10/12/2018,113530,113540,113500,113510
10/12/2018,113510,113550,113510,113550
10/12/2018,113540,113540,113450,113460
10/12/2018,113480,113480,113390,113430
10/12/2018,113430,113440,113380,113420
10/12/2018,113420,113500,113370,113490
10/12/2018,113490,113580,113480,113540
10/12/2018,113530,113570,113510,113550
10/12/2018,113530,113580,113510,113570
10/12/2018,113560,113600,113550,113580
10/12/2018,113570,113600,113570,113570
10/12/2018,113580,113610,113560,113560
10/12/2018,113560,113560,113480,113510
10/12/2018,113520,113570,113480,113560
10/12/2018,113550,113550,113450,113500
10/12/2018,113500,113550,113480,113540
10/12/2018,113530,113560,113500,113560
10/12/2018,113560,113620,113540,113620
10/12/2018,113620,113700,113610,113680
10/12/2018,113670,113700,113660,113690
10/12/2018,113680,113690,113570,113620
10/12/2018,113630,113680,113570,113680
10/12/2018,113660,113700,113640,113680
10/12/2018,113670,113690,113660,113680
10/12/2018,113670,113770,113670,113750
10/12/2018,113760,113850,113730,113850
10/12/2018,113840,113840,113790,113790
10/12/2018,113810,113820,113790,113820
10/12/2018,113810,113860,113800,113830
10/12/2018,113830,113850,113810,113830
10/12/2018,113840,113840,113810,113820
10/12/2018,113820,113860,113740,113760
10/12/2018,113770,113790,113730,113760
10/12/2018,113760,113770,113690,113720
10/12/2018,113730,113790,113720,113770
10/12/2018,113760,113790,113710,113790
10/12/2018,113780,113800,113740,113740
10/12/2018,113730,113760,113710,113710
10/12/2018,113710,113740,113700,113730
10/12/2018,113720,113740,113710,113740
10/12/2018,113730,113740,113700,113710
10/12/2018,113710,113750,113700,113730
10/12/2018,113720,113740,113700,113740
10/12/2018,113750,113760,113710,113720
10/12/2018,113710,113710,113660,113670
10/12/2018,113670,113710,113640,113700
10/12/2018,113700,113720,113690,113710
10/12/2018,113710,113770,113690,113760
10/12/2018,113760,113780,113750,113770
10/12/2018,113760,113800,113750,113800
10/12/2018,113800,113820,113770,113790
10/12/2018,113800,113820,113770,113770
10/12/2018,113760,113770,113720,113750
10/12/2018,113760,113770,113700,113720
10/12/2018,113720,113720,113680,113710
10/12/2018,113690,113720,113650,113650
10/12/2018,113640,113670,113510,113550
10/12/2018,113550,113560,113520,113540
10/12/2018,113530,113590,113520,113590
10/12/2018,113580,113590,113550,113550
10/12/2018,113550,113570,113510,113510
10/12/2018,113520,113540,113490,113490
10/12/2018,113490,113550,113470,113540
10/12/2018,113530,113550,113430,113460
10/12/2018,113460,113500,113440,113480
10/12/2018,113480,113530,113450,113490
10/12/2018,113480,113500,113460,113500
10/12/2018,113500,113510,113440,113480
10/12/2018,113490,113510,113460,113500
10/12/2018,113500,113530,113480,113480
10/12/2018,113470,113530,113470,113500
10/12/2018,113510,113540,113480,113500
10/12/2018,113500,113540,113500,113500
10/12/2018,113510,113530,113460,113500
10/12/2018,113490,113530,113490,113510
10/12/2018,113500,113600,113490,113600
10/12/2018,113600,113630,113550,113550
10/12/2018,113580,113580,113540,113570
10/12/2018,113560,113660,113560,113590
10/12/2018,113620,113630,113580,113580
10/12/2018,113590,113600,113520,113530
10/12/2018,113520,113590,113520,113560
10/12/2018,113560,113590,113520,113580
10/12/2018,113580,113590,113550,113560
10/12/2018,113560,113580,113530,113570
10/12/2018,113580,113590,113520,113560
10/12/2018,113570,113580,113560,113560
10/12/2018,113570,113580,113550,113580
10/12/2018,113580,113650,113580,113620
10/12/2018,113620,113640,113590,113640
10/12/2018,113630,113630,113580,113610
10/12/2018,113620,113620,113560,113560
10/12/2018,113570,113570,113510,113540
10/12/2018,113540,113610,113540,113610
10/12/2018,113620,113630,113590,113630
10/12/2018,113620,113630,113560,113560
10/12/2018,113560,113610,113560,113610
10/12/2018,113610,113610,113570,113600
10/12/2018,113600,113610,113580,113600
10/12/2018,113580,113600,113550,113580
10/12/2018,113580,113580,113540,113580
10/12/2018,113560,113560,113460,113480
10/12/2018,113480,113520,113470,113500
10/12/2018,113500,113530,113480,113510
10/12/2018,113510,113510,113400,113430
10/12/2018,113430,113460,113380,113460
10/12/2018,113450,113470,113410,113450
10/12/2018,113450,113500,113410,113480
10/12/2018,113480,113560,113470,113530
10/12/2018,113530,113570,113520,113560
10/12/2018,113540,113580,113510,113540
10/12/2018,113550,113590,113540,113580
10/12/2018,113570,113600,113560,113600
10/12/2018,113600,113610,113550,113580
10/12/2018,113590,113590,113530,113530
10/12/2018,113530,113580,113530,113530
10/12/2018,113540,113600,113540,113580
10/12/2018,113590,113710,113590,113680
10/12/2018,113690,113800,113680,113770
10/12/2018,113770,113810,113710,113800
10/12/2018,113810,113810,113750,113760
10/12/2018,113770,113790,113730,113780
10/12/2018,113780,113890,113780,113840
10/12/2018,113840,113860,113750,113780
10/12/2018,113790,113810,113770,113790
10/12/2018,113800,113820,113770,113780
10/12/2018,113780,113810,113740,113740
10/12/2018,113740,113860,113740,113840
10/12/2018,113840,113850,113800,113830
10/12/2018,113820,113890,113810,113880
10/12/2018,113880,113920,113850,113880
10/12/2018,113870,113890,113840,113870
10/12/2018,113860,113890,113850,113890
10/12/2018,113870,113880,113810,113810
10/12/2018,113830,113880,113820,113870
10/12/2018,113870,113900,113840,113900
10/12/2018,113900,113930,113870,113920
10/12/2018,113910,113920,113870,113880
10/12/2018,113890,113890,113790,113800
10/12/2018,113810,113810,113730,113750
10/12/2018,113750,113850,113740,113840
10/12/2018,113830,113840,113800,113810
10/12/2018,113820,113820,113780,113810
10/12/2018,113810,113830,113770,113820
10/12/2018,113820,113910,113800,113860
10/12/2018,113850,113850,113750,113790
10/12/2018,113790,113880,113740,113870
10/12/2018,113860,113870,113780,113800
10/12/2018,113790,113820,113780,113800
10/12/2018,113790,113810,113780,113780
10/12/2018,113780,113790,113740,113770
10/12/2018,113780,113800,113670,113720
10/12/2018,113710,113730,113670,113730
10/12/2018,113720,113720,113680,113710
10/12/2018,113730,113890,113710,113890
10/12/2018,113880,113990,113840,113970
10/12/2018,113960,113970,113870,113900
10/12/2018,113890,113920,113860,113920
10/12/2018,113900,113930,113890,113900
10/12/2018,113900,113910,113850,113880
10/12/2018,113880,113890,113830,113840
10/12/2018,113850,113900,113820,113840
10/12/2018,113830,113860,113820,113830
10/12/2018,113820,113870,113790,113850
10/12/2018,113840,113930,113840,113890
10/12/2018,113890,113890,113810,113810
10/12/2018,113810,113840,113780,113790
10/12/2018,113790,113820,113780,113800
10/12/2018,113810,113830,113790,113810
10/12/2018,113810,113840,113760,113780
10/12/2018,113790,113820,113780,113810
10/12/2018,113780,113890,113770,113880
10/12/2018,113890,113910,113810,113860
10/12/2018,113850,113870,113840,113870
10/12/2018,113860,113940,113860,113930
10/12/2018,113920,113960,113920,113940
10/12/2018,113940,113950,113860,113880
10/12/2018,113900,113900,113750,113760
10/12/2018,113760,113810,113760,113810
10/12/2018,113800,113850,113790,113800
10/12/2018,113800,113860,113790,113860
10/12/2018,113840,113870,113790,113840
10/12/2018,113850,113850,113740,113760
10/12/2018,113760,113800,113730,113770
10/12/2018,113760,113840,113760,113820
10/12/2018,113830,113880,113800,113800
10/12/2018,113800,113810,113730,113750
10/12/2018,113750,113760,113730,113750
10/12/2018,113750,113780,113730,113780
10/12/2018,113780,113880,113780,113860
10/12/2018,113860,113870,113840,113850
10/12/2018,113840,113850,113810,113820
10/12/2018,113810,113830,113800,113810
10/12/2018,113820,113880,113820,113860
10/12/2018,113850,113850,113790,113810
10/12/2018,113790,113860,113780,113800
10/12/2018,113810,113900,113790,113870
10/12/2018,113860,113860,113810,113840
10/12/2018,113830,113860,113800,113840
10/12/2018,113840,113850,113730,113730
10/12/2018,113740,113750,113610,113660
10/12/2018,113660,113700,113600,113700
10/12/2018,113700,113710,113680,113690
10/12/2018,113700,113710,113660,113690
10/12/2018,113680,113680,113640,113670
10/12/2018,113670,113680,113510,113520
10/12/2018,113520,113600,113520,113560
10/12/2018,113550,113580,113530,113560
10/12/2018,113560,113580,113550,113570
10/12/2018,113570,113570,113490,113510
10/12/2018,113510,113520,113450,113470
10/12/2018,113470,113480,113430,113460
10/12/2018,113460,113470,113310,113360
10/12/2018,113350,113360,113260,113300
10/12/2018,113300,113310,113200,113230
10/12/2018,113230,113340,113220,113340
10/12/2018,113330,113370,113320,113350
10/12/2018,113350,113360,113290,113300
10/12/2018,113300,113320,113270,113290
10/12/2018,113290,113330,113280,113280
10/12/2018,113290,113400,113280,113380
10/12/2018,113370,113400,113350,113380
10/12/2018,113380,113420,113380,113380
10/12/2018,113380,113390,113340,113380
10/12/2018,113380,113380,113310,113310
10/12/2018,113310,113400,113310,113360
10/12/2018,113350,113500,113350,113490
10/12/2018,113480,113570,113440,113460
10/12/2018,113470,113520,113470,113520
10/12/2018,113510,113570,113470,113510
10/12/2018,113520,113530,113430,113450
10/12/2018,113450,113570,113440,113550
10/12/2018,113560,113570,113370,113550
10/12/2018,113530,113540,113450,113480
10/12/2018,113480,113510,113450,113490
10/12/2018,113470,113530,113450,113520
10/12/2018,113520,113530,113460,113480
10/12/2018,113470,113520,113470,113500
10/12/2018,113500,113650,113490,113650
10/12/2018,113630,113680,113540,113540
10/12/2018,113540,113550,113460,113510
10/12/2018,113480,113580,113480,113550
10/12/2018,113560,113610,113520,113550
10/12/2018,113550,113560,113370,113380
10/12/2018,113380,113420,113250,113270
10/12/2018,113260,113420,113250,113410
10/12/2018,113400,113430,113230,113260
10/12/2018,113260,113290,113190,113280
10/12/2018,113270,113280,113200,113250
10/12/2018,113250,113360,113240,113330
10/12/2018,113330,113340,113270,113310
10/12/2018,113310,113340,113280,113310
10/12/2018,113310,113350,113290,113320
10/12/2018,113340,113380,113300,113340
10/12/2018,113330,113370,113280,113290
10/12/2018,113300,113340,113200,113320
10/12/2018,113310,113420,113300,113370
10/12/2018,113370,113390,113300,113320
10/12/2018,113300,113350,113260,113330
10/12/2018,113330,113390,113270,113360
10/12/2018,113350,113430,113340,113410
10/12/2018,113410,113480,113400,113460
10/12/2018,113450,113450,113400,113400
10/12/2018,113410,113410,113370,113380
10/12/2018,113380,113410,113330,113340
10/12/2018,113330,113340,113120,113150
10/12/2018,113140,113270,113140,113250
10/12/2018,113250,113270,113200,113270
10/12/2018,113270,113460,113250,113430
10/12/2018,113430,113540,113410,113520
10/12/2018,113510,113530,113440,113490
10/12/2018,113500,113640,113500,113620
10/12/2018,113610,113850,113590,113800
10/12/2018,113810,113810,113720,113750
10/12/2018,113730,113820,113730,113800
10/12/2018,113790,113800,113700,113740
10/12/2018,113740,113790,113720,113760
10/12/2018,113760,113790,113730,113750
10/12/2018,113750,113840,113750,113770
10/12/2018,113770,113770,113700,113750
10/12/2018,113740,113770,113640,113680
10/12/2018,113680,113720,113620,113710
10/12/2018,113690,113690,113630,113650
10/12/2018,113650,113680,113580,113620
10/12/2018,113590,113590,113530,113550
10/12/2018,113550,113690,113530,113620
10/12/2018,113610,113640,113550,113570
10/12/2018,113560,113580,113520,113530
10/12/2018,113550,113580,113490,113550
10/12/2018,113550,113560,113390,113460
10/12/2018,113460,113570,113450,113530
10/12/2018,113530,113560,113500,113520
10/12/2018,113530,113560,113510,113520
10/12/2018,113520,113530,113460,113520
10/12/2018,113510,113540,113400,113450
10/12/2018,113440,113490,113330,113360
10/12/2018,113360,113390,113280,113390
10/12/2018,113380,113420,113330,113330
10/12/2018,113330,113330,113260,113310
10/12/2018,113310,113370,113270,113280
10/12/2018,113250,113250,112630,112860
10/12/2018,112860,112870,112400,112690
10/12/2018,112680,112680,112570,112640
10/12/2018,112630,112660,112540,112550
10/12/2018,112540,112630,112480,112540
10/12/2018,112550,112740,112480,112700
10/12/2018,112700,112750,112680,112720
10/12/2018,112730,112730,112650,112670
10/12/2018,112660,112730,112630,112680
10/12/2018,112690,112690,112600,112620
10/12/2018,112610,112610,112500,112580
10/12/2018,112570,112660,112560,112640
10/12/2018,112630,112640,112570,112610
10/12/2018,112600,112620,112480,112520
10/12/2018,112520,112610,112450,112610
10/12/2018,112600,112610,112470,112590
10/12/2018,112580,112610,112560,112580
10/12/2018,112590,112590,112480,112500
10/12/2018,112490,112520,112400,112480
10/12/2018,112470,112540,112450,112520
10/12/2018,112510,112600,112450,112590
10/12/2018,112590,112600,112520,112570
10/12/2018,112570,112600,112490,112550
10/12/2018,112520,112540,112460,112460
10/12/2018,112470,112510,112370,112430
10/12/2018,112430,112520,112370,112500
10/12/2018,112490,112530,112470,112530
10/12/2018,112530,112540,112460,112530
10/12/2018,112530,112560,112510,112540
10/12/2018,112540,112570,112490,112560
10/12/2018,112550,112590,112520,112580
10/12/2018,112580,112600,112550,112600
10/12/2018,112600,112620,112550,112570
10/12/2018,112590,112590,112550,112550
10/12/2018,112550,112550,112410,112440
10/12/2018,112440,112570,112440,112570
10/12/2018,112570,112600,112540,112580
10/12/2018,112580,112720,112570,112660
10/12/2018,112660,112680,112630,112640
10/12/2018,112650,112720,112640,112660
10/12/2018,112650,112690,112640,112650
10/12/2018,112650,112670,112640,112640
10/12/2018,112640,112670,112630,112650
10/12/2018,112640,112670,112600,112630
10/12/2018,112630,112670,112610,112640
10/12/2018,112640,112740,112610,112730
10/12/2018,112730,112740,112620,112650
10/12/2018,112640,112670,112640,112650
10/12/2018,112670,112680,112620,112630
10/12/2018,112620,112690,112610,112690
10/12/2018,112690,112690,112650,112660
10/12/2018,112680,112740,112680,112710
10/12/2018,112710,112750,112690,112730
10/12/2018,112740,112770,112710,112720
10/12/2018,112720,112770,112710,112750
10/12/2018,112740,112770,112710,112730
10/12/2018,112730,112750,112680,112710
10/12/2018,112700,112700,112600,112600
10/12/2018,112610,112610,112500,112560
10/12/2018,112550,112590,112550,112580
10/12/2018,112580,112630,112570,112630
10/12/2018,112630,112650,112600,112640
10/12/2018,112640,112640,112580,112580
10/12/2018,112580,112600,112560,112580
10/12/2018,112560,112580,112540,112560
10/12/2018,112560,112560,112520,112560
10/12/2018,112560,112620,112520,112600
10/12/2018,112600,112620,112570,112620
10/12/2018,112620,112660,112600,112600
10/12/2018,112600,112640,112580,112640
10/12/2018,112620,112620,112570,112600
10/12/2018,112610,112630,112590,112620
10/12/2018,112620,112650,112620,112630
10/12/2018,112650,112690,112650,112650
10/12/2018,112650,112650,112570,112580
10/12/2018,112610,112630,112570,112580
10/12/2018,112570,112620,112550,112600
10/12/2018,112600,112600,112520,112530
10/12/2018,112530,112540,112510,112510
10/12/2018,112530,112530,112430,112460
10/12/2018,112460,112490,112410,112470
10/12/2018,112470,112520,112460,112510
10/12/2018,112500,112520,112460,112460
10/12/2018,112470,112500,112460,112490
10/12/2018,112460,112520,112440,112500
10/12/2018,112510,112540,112500,112520
10/12/2018,112520,112590,112520,112520
10/12/2018,112530,112560,112510,112520
10/12/2018,112540,112580,112510,112520
10/12/2018,112520,112540,112470,112490
10/12/2018,112490,112570,112490,112560
10/12/2018,112570,112600,112560,112570
10/12/2018,112570,112580,112530,112530
10/12/2018,112530,112550,112500,112530
10/12/2018,112540,112590,112530,112580
10/12/2018,112580,112660,112570,112660
10/12/2018,112660,112670,112630,112670
10/12/2018,112670,112700,112640,112690
10/12/2018,112680,112730,112680,112720
10/12/2018,112720,112730,112700,112720
10/12/2018,112720,112770,112720,112770
10/12/2018,112770,112910,112770,112820
10/12/2018,112830,112880,112800,112850
10/12/2018,112850,112860,112800,112800
10/12/2018,112800,112820,112790,112800
10/12/2018,112810,112840,112780,112780
10/12/2018,112780,112820,112750,112780
10/12/2018,112790,112800,112750,112780
10/12/2018,112780,112890,112780,112860
10/12/2018,112860,112940,112820,112910
10/12/2018,112910,112920,112840,112910
10/12/2018,112910,112920,112840,112850
10/12/2018,112850,112870,112810,112830
10/12/2018,112830,112870,112830,112870
10/12/2018,112860,112890,112840,112860
10/12/2018,112860,112860,112810,112810
10/12/2018,112810,112850,112790,112810
10/12/2018,112800,112870,112800,112860
10/12/2018,112850,112900,112820,112840
10/12/2018,112850,112860,112820,112830
10/12/2018,112830,112860,112820,112840
10/12/2018,112850,112870,112830,112850
10/12/2018,112860,112870,112820,112820
10/12/2018,112830,112840,112820,112820
10/12/2018,112810,112840,112810,112820
10/12/2018,112830,112830,112780,112790
10/12/2018,112780,112810,112770,112790
10/12/2018,112800,112830,112770,112800
10/12/2018,112810,112820,112770,112780
10/12/2018,112780,112800,112770,112780
10/12/2018,112790,112810,112750,112790
10/12/2018,112780,112900,112760,112890
10/12/2018,112890,112900,112860,112870
10/12/2018,112860,112900,112860,112900
10/12/2018,112900,112930,112870,112900
10/12/2018,112890,112920,112870,112910
10/12/2018,112910,112920,112880,112900
10/12/2018,112890,112930,112870,112880
10/12/2018,112870,112880,112820,112850
10/12/2018,112860,112900,112840,112850
10/12/2018,112860,112870,112840,112840
10/12/2018,112840,112850,112820,112830
10/12/2018,112840,112850,112820,112830
10/12/2018,112820,112820,112750,112760
10/12/2018,112760,112800,112750,112760
10/12/2018,112750,112770,112730,112750
10/12/2018,112740,112780,112730,112770
10/12/2018,112760,112780,112750,112750
10/12/2018,112750,112760,112740,112750
10/12/2018,112750,112750,112710,112750
10/12/2018,112730,112770,112710,112770
10/12/2018,112770,112800,112760,112800
10/12/2018,112800,112840,112800,112840
10/12/2018,112840,112860,112810,112820
10/12/2018,112830,112840,112810,112820
10/12/2018,112830,112930,112830,112870
10/12/2018,112860,112930,112850,112920
10/12/2018,112900,112920,112860,112860
10/12/2018,112850,112880,112840,112860
10/12/2018,112870,112900,112820,112820
10/12/2018,112830,112850,112820,112840
10/12/2018,112850,112860,112810,112810
10/12/2018,112810,112830,112800,112830
10/12/2018,112820,112820,112780,112780
10/12/2018,112800,112800,112750,112750
10/12/2018,112760,112790,112750,112760
10/12/2018,112760,112810,112760,112810
10/12/2018,112800,112840,112800,112830
10/12/2018,112830,112850,112820,112850
10/12/2018,112840,112860,112810,112810
10/12/2018,112820,112850,112810,112840
10/12/2018,112830,112900,112830,112890
10/12/2018,112880,112940,112880,112910
10/12/2018,112910,112930,112890,112890
10/12/2018,112900,112910,112890,112910
10/12/2018,112900,112920,112880,112920
10/12/2018,112920,112920,112830,112850
10/12/2018,112850,112880,112840,112840
10/12/2018,112850,112850,112820,112820
10/12/2018,112840,112840,112810,112820
10/12/2018,112840,112880,112830,112840
10/12/2018,112830,112840,112750,112770
10/12/2018,112760,112790,112750,112780
10/12/2018,112790,112790,112710,112730
10/12/2018,112720,112720,112630,112650
10/12/2018,112640,112660,112580,112610
10/12/2018,112610,112680,112600,112680
10/12/2018,112690,112740,112650,112690
10/12/2018,112690,112710,112660,112690
10/12/2018,112700,112740,112700,112700
10/12/2018,112710,112730,112650,112650
10/12/2018,112650,112680,112620,112660
10/12/2018,112660,112680,112650,112660
10/12/2018,112650,112680,112620,112650
10/12/2018,112640,112640,112580,112600
10/12/2018,112610,112700,112600,112690
10/12/2018,112670,112670,112580,112600
10/12/2018,112600,112640,112550,112630
10/12/2018,112640,112660,112580,112590
10/12/2018,112610,112660,112610,112650
10/12/2018,112660,112690,112610,112610
10/12/2018,112630,112630,112500,112510
10/12/2018,112510,112610,112510,112590
10/12/2018,112600,112610,112510,112530
10/12/2018,112540,112550,112500,112500
10/12/2018,112500,112600,112470,112600
10/12/2018,112600,112620,112580,112580
10/12/2018,112580,112620,112560,112560
10/12/2018,112550,112570,112500,112560
10/12/2018,112560,112560,112510,112550
10/12/2018,112560,112640,112550,112630
10/12/2018,112620,112630,112540,112570
10/12/2018,112580,112670,112550,112660
10/12/2018,112660,112680,112580,112590
10/12/2018,112600,112650,112580,112640
10/12/2018,112640,112660,112620,112650
10/12/2018,112650,112660,112620,112640
10/12/2018,112640,112650,112630,112630
10/12/2018,112640,112700,112620,112700
10/12/2018,112690,112690,112620,112640
10/12/2018,112650,112690,112620,112690
10/12/2018,112700,112740,112690,112720
10/12/2018,112720,112760,112720,112730
10/12/2018,112750,112770,112710,112740
10/12/2018,112710,112720,112690,112710
10/12/2018,112710,112720,112680,112680
10/12/2018,112700,112700,112680,112700
10/12/2018,112700,112700,112660,112690
10/12/2018,112700,112700,112630,112630
10/12/2018,112640,112660,112610,112650
10/12/2018,112640,112640,112610,112630
10/12/2018,112630,112720,112620,112700
10/12/2018,112700,112700,112670,112670
10/12/2018,112690,112690,112630,112630
10/12/2018,112640,112660,112630,112640
10/12/2018,112630,112720,112630,112710
10/12/2018,112700,112710,112620,112660
10/12/2018,112630,112660,112580,112640
10/12/2018,112650,112660,112580,112620
10/12/2018,112620,112640,112590,112640
10/12/2018,112650,112660,112630,112650
10/12/2018,112640,112680,112620,112650
10/12/2018,112650,112660,112640,112640
10/12/2018,112650,112680,112650,112650
10/12/2018,112650,112680,112600,112600
10/12/2018,112600,112630,112600,112610
10/12/2018,112600,112610,112580,112600
10/12/2018,112590,112610,112580,112600
10/12/2018,112580,112620,112550,112620
10/12/2018,112610,112610,112550,112570
10/12/2018,112570,112590,112570,112570
10/12/2018,112570,112580,112550,112570
10/12/2018,112560,112580,112540,112550
10/12/2018,112560,112570,112540,112560
10/12/2018,112550,112590,112510,112570
10/12/2018,112580,112590,112510,112550
10/12/2018,112550,112560,112530,112550
10/12/2018,112560,112570,112530,112540
10/12/2018,112550,112560,112480,112500
10/12/2018,112520,112540,112500,112530
10/12/2018,112550,112570,112540,112560
10/12/2018,112570,112580,112550,112570
10/12/2018,112570,112580,112540,112540
10/12/2018,112540,112550,112480,112500
10/12/2018,112510,112550,112510,112530
10/12/2018,112550,112560,112540,112550
10/12/2018,112550,112580,112540,112580
10/12/2018,112570,112580,112530,112540
10/12/2018,112540,112560,112530,112540
10/12/2018,112540,112570,112540,112570
10/12/2018,112580,112620,112570,112620
10/12/2018,112620,112650,112590,112650
10/12/2018,112640,112740,112630,112730
10/12/2018,112720,112760,112710,112760
10/12/2018,112750,112790,112740,112760
10/12/2018,112770,112820,112750,112810
10/12/2018,112800,112840,112780,112820
10/12/2018,112830,112880,112810,112850
10/12/2018,112870,112910,112840,112860
10/12/2018,112880,112930,112870,112910
10/12/2018,112910,112930,112900,112920
10/12/2018,112920,112930,112910,112930
10/12/2018,112910,113060,112910,113030
